Time                      Vx(km/s)         Vy(km/s)       Vz(km/s)       Density(cm^-3)Temp(eV)
          12675.500       -272.3135       108.0378       -43.1386        13.8608       110.1570
          12678.508       -268.6784       123.9582       -44.8838        13.1973       109.7915
          12681.516       -266.2583       127.0508       -34.7832        13.6489       102.9386
          12684.524       -255.6053       102.8571       -34.7507        13.7778        84.9351
          12687.532       -256.1291        90.1682       -63.2314        14.4057        74.4170
          12690.540       -267.6733       110.5409       -91.9681        14.4101        76.9320
          12693.548       -256.1827       122.1739       -92.3737        14.8677        72.2041
          12696.556       -237.0932       126.8501       -82.8489        13.5222        79.6723
          12699.564       -217.5353       123.3250       -50.4746        14.1685        76.2905
          12702.572       -228.3552       118.3485       -21.0232        14.0444        74.1281
          12705.580       -257.9138       113.6954        -3.8704        13.8428        76.0469
          12708.588       -277.5835       112.4856        -7.9724        15.1180        74.9051
          12711.596       -272.5378       116.2602       -32.3275        13.3692        83.5679
          12714.604       -233.6381       120.9801       -42.3781        12.2352        94.4249
          12717.612       -191.9174       128.8284       -26.1563        13.9649        92.8619
          12720.620       -194.6510       137.4925       -12.0885        13.9608        87.9986
          12723.628       -208.6205       141.7205        -6.1085        13.3432        82.2361
          12726.636       -209.0502       147.2053       -10.7825        12.8190        86.0602
          12729.643       -206.6115       151.1018       -14.6053        11.3092        91.8524
          12732.651       -206.9466       154.2929        -7.0666        11.2787        97.2447
          12735.659       -206.4276       160.8837        -5.3467        11.5344        99.6658
          12738.667       -200.0705       166.3264        -7.3042        10.9650       100.7700
          12741.675       -200.6736       164.3298       -10.2807        10.9346        98.8477
          12744.683       -203.5169       163.8608        -9.8291        10.5944       102.8519
          12747.691       -209.9511       158.9782       -10.3624        10.0974       108.1973
          12750.699       -219.3983       154.4623       -14.7906        10.3652       107.7727
          12753.707       -221.9981       156.2415       -23.6255        10.6147       109.8319
          12756.715       -224.6554       154.2169       -29.3797        10.1079       107.6652
          12759.723       -232.3320       147.5541       -30.7674         9.8781       107.3810
          12762.731       -243.4440       142.9373       -32.2373         9.5672       114.3278
          12765.739       -253.8152       139.7972       -32.1797         9.1332       112.4806
          12768.747       -260.5717       133.8376       -31.6567         9.1251       107.5711
          12771.755       -269.6842       121.7003       -32.0448         9.5808       100.4386
          12774.763       -274.0813        96.7493       -16.3912        10.2767        80.8699
          12777.771       -287.3100        67.0313        -8.8856        12.8831        65.2197
          12780.779       -312.3176        46.1277       -18.0041        14.4697        59.2539
          12783.787       -307.7237        50.4956       -11.2880        13.3365        66.1020
          12786.795       -318.7779        44.2932       -10.5770        13.6884        74.2526
          12789.803       -331.5806        42.0965       -18.0177        14.3429        82.8210
          12792.810       -321.4152        49.5809       -27.3990        16.5822        78.8489
          12795.818       -312.7243        61.0041       -29.2969        16.9636        77.9993
          12798.826       -317.6311        65.1789       -26.5156        16.4462        67.6823
          12801.834       -311.5071        59.9304       -19.0213        19.4393        60.1634
          12804.842       -301.0539        57.5166       -18.5320        21.6569        53.8422
          12807.850       -300.3359        64.2089       -25.8099        19.1469        57.3761
          12810.858       -293.5649        78.4711       -25.4162        19.0251        60.8538
