Time                         Bx(nT)         By(nT)         Bz(nT)         Btot(km/s)    Vx(km/s)        Vy(km/s)      Vz(km/s)       Vtot(km/s)      Density(cm^-3)Temp(K)
2008-04-15/09:29:01          0.4960         2.2737        11.4878        11.7212        23.8501         0.9716       -21.4981        32.1238         1.4132       610.8799
2008-04-15/09:29:04          0.4398         2.5156        11.3864        11.6693        25.3995        -1.9998       -25.7078        36.1943         1.3840       630.3641
2008-04-15/09:29:07          0.4090         2.5155        11.4139        11.6950        18.9218         2.6697       -20.0189        27.6752         1.5006       612.4213
2008-04-15/09:29:10          0.4860         2.5342        11.2627        11.5545        17.9396        -0.3329       -22.7995        29.0130         1.4132       637.3778
2008-04-15/09:29:13          0.5821         2.4466        11.1110        11.3920        19.3599         2.4618       -20.5010        28.3047         1.4714       625.4785
2008-04-15/09:29:16          0.6571         2.5634        11.0826        11.3942        23.2183         2.9869       -21.0643        31.4915         1.4423       609.7518
2008-04-15/09:29:19          0.7132         2.3045        11.1526        11.4106        26.4775         2.1896       -23.3895        35.3966         1.3840       636.7900
2008-04-15/09:29:22          0.4886         2.5941        10.9666        11.2798        28.4736         6.2791       -21.6109        36.2933         1.3840       631.9103
2008-04-15/09:29:25          0.0381         3.0187        10.9838        11.3911        29.2056         6.5222       -17.0782        34.4553         1.3549       639.6035
2008-04-15/09:29:28         -0.9163         3.2050        10.8167        11.3187        38.8908         9.6703       -21.1482        45.3129         1.3840       644.4075
2008-04-15/09:29:31         -1.6459         3.3595        10.4825        11.1300        35.9976         7.4983       -18.6126        41.2127         1.3840       597.2613
2008-04-15/09:29:34         -1.9410         3.2796        10.2237        10.9109        37.2229        11.9985       -26.8042        47.4128         1.4132       599.1524
2008-04-15/09:29:37         -1.9088         3.6750        10.3209        11.1207        34.6659        10.1254       -23.8702        43.2901         1.4132       613.4604
2008-04-15/09:29:40         -1.5053         4.0563        10.4357        11.2971        31.0065        13.7557       -23.6359        41.3434         1.4423       594.8159
2008-04-15/09:29:43         -0.9981         3.9585        10.5785        11.3389        34.7369         7.1193       -19.5836        40.5074         1.4423       626.9169
2008-04-15/09:29:46         -1.0803         3.6074        10.7408        11.3818        41.1477        12.5053       -16.2637        45.9786         1.3549       641.6447
2008-04-15/09:29:49         -1.2910         3.1019        10.6439        11.1616        41.4215        19.1950       -21.6424        50.5231         1.4132       620.1171
2008-04-15/09:29:52         -1.3178         3.5113        10.7630        11.3977        44.9143        18.7144       -23.8506        54.1883         1.4714       609.7517
2008-04-15/09:29:55         -1.8042         3.9682        10.6422        11.5004        33.1210        21.3132       -29.7860        49.3807         1.4714       591.7449
2008-04-15/09:29:58         -2.2233         4.4347        10.1527        11.2999        31.6720        21.8277       -32.4021        50.2937         1.4423       610.3408
2008-04-15/09:30:01         -1.7917         4.0618         9.8258        10.7821        35.9718        28.4626       -29.9983        54.8086         1.4714       586.8377
2008-04-15/09:30:04         -1.7819         3.9277        10.0314        10.9193        37.6752        30.4363       -22.8066        53.5344         1.4132       635.0262
2008-04-15/09:30:07         -2.2886         4.4338         9.9039        11.0898        42.7059        21.4420       -26.6335        54.7074         1.3840       633.2891
2008-04-15/09:30:10         -2.6216         4.4041        10.0577        11.2883        39.1831        24.8019       -26.5334        53.4273         1.4423       632.2632
2008-04-15/09:30:13         -2.4574         4.3316        10.3490        11.4849        34.4627        21.1343       -28.8766        49.6810         1.4132       658.9907
2008-04-15/09:30:16         -2.3404         4.0763        10.5803        11.5774        27.4007        13.2131       -23.9453        38.7138         1.5006       616.1020
2008-04-15/09:30:19         -2.2686         4.0565        10.5932        11.5680        24.5261        14.3206       -18.1371        33.6981         1.4714       644.6365
2008-04-15/09:30:22         -2.3696         4.1852        10.7087        11.7391        20.6609        19.5747       -22.2225        36.1093         1.4423       631.2229
2008-04-15/09:30:25         -2.4113         3.8433        11.0610        11.9554        14.3427        22.0747       -24.2802        35.8125         1.4423       637.5731
2008-04-15/09:30:28         -2.9208         3.6801        10.8274        11.8029        18.1353        19.8164       -27.5235        38.4593         1.4423       624.1716
2008-04-15/09:30:31         -3.2813         4.1610        10.6928        11.9338        11.2264        24.4605       -19.1869        33.0528         1.3840       639.7521
2008-04-15/09:30:34         -3.7006         4.4042        10.6190        12.0771        16.4634        18.5025       -20.8857        32.3976         1.3840       608.1679
2008-04-15/09:30:37         -3.4513         4.7423        10.4520        11.9852         8.2326        13.1334       -24.9300        29.3558         1.4714       600.8693
2008-04-15/09:30:40         -3.6457         5.2664        10.1680        12.0172         6.8441         8.5128       -17.9909        21.0472         1.4423       610.0780
2008-04-15/09:30:43         -3.3415         5.9864        10.1675        12.2630         4.2924         1.3072       -17.5565        18.1208         1.4132       629.1103
2008-04-15/09:30:46         -3.4841         6.3431        10.2389        12.5384         6.8931        -1.0298       -16.9576        18.3340         1.5006       598.9061
2008-04-15/09:30:49         -3.4868         6.3023        10.3387        12.6002         2.9176        -9.2637       -12.1116        15.5248         1.4423       624.7803
2008-04-15/09:30:52         -3.6542         6.0600        10.2416        12.4486        -3.3280       -12.4448        -9.1674        15.8111         1.4423       632.6554
2008-04-15/09:30:55         -3.4154         5.9010        10.2694        12.3267        -8.7999       -11.5293        -2.8884        14.7887         1.4423       638.8700
2008-04-15/09:30:58         -3.5387         6.1861        10.4030        12.6100       -10.4155       -19.9414        -7.5919        23.7440         1.4714       624.1204
2008-04-15/09:31:01         -3.9146         6.5505        10.0897        12.6505       -14.9669       -22.4587        -4.1599        27.3076         1.4714       637.7014
2008-04-15/09:31:04         -4.0576         7.0693         9.7493        12.7078       -14.9487       -29.1926        -1.7917        32.8463         1.5297       624.5579
2008-04-15/09:31:07         -3.8520         7.0286        10.1750        12.9526       -22.4353       -26.6771         1.9404        34.9110         1.4714       634.0468
2008-04-15/09:31:10         -3.9744         6.8369        10.3199        13.0015       -13.7466       -31.4945        -1.4034        34.3925         1.4423       644.1234
2008-04-15/09:31:13         -3.6309         6.9336        10.1630        12.8275        -1.0568       -34.9124        -1.7331        34.9714         1.5297       606.2628
2008-04-15/09:31:16         -3.5161         7.1162        10.1797        12.9085        -7.4208       -39.0925        -5.3316        40.1462         1.5006       631.1489
2008-04-15/09:31:19         -2.5854         7.6283        10.3381        13.1054       -10.9996       -46.3842        -2.8122        47.7535         1.5588       603.1108
2008-04-15/09:31:22         -2.1904         7.2288        10.3211        12.7898        -7.3610       -40.0602         0.3501        40.7323         1.4714       639.8741
2008-04-15/09:31:25         -1.7724         7.2757        10.4070        12.8212        -9.3969       -45.6072         0.4809        46.5677         1.4423       628.5565
2008-04-15/09:31:28         -1.2805         7.1774        10.6773        12.9290       -13.6276       -41.6952         4.9594        44.1452         1.4714       633.6341
2008-04-15/09:31:31         -1.1743         7.0075        10.8252        12.9487       -18.7087       -30.1824        15.3981        38.7052         1.4132       646.9241
2008-04-15/09:31:34         -1.3300         7.1571        10.9520        13.1506       -18.2571       -37.1801        17.1770        44.8412         1.4714       627.4079
